"Waterbody","Mean Fishing Effort","SE for Mean Fishing Effort","Total Fishing Effort","SE for Total Fishing Effort","Mean HarvestORCatch","SE for Mean HarvestORCatch","Total HarvestORCatch","SE for Total HarvestORCatch","Mean Number of Angler Trips","SE for Mean Number of Angler Trips","Total Number of Angler Trips","SE for Total Number of Angler Trips","Mean HarvestORCatch Per Unit Effort"
"East Canyon Res",119.707741347905,4.19928479984159,43813.0333333333,1536.93823674202,20.1890455594175,1.36196980467395,7389.19067474679,498.480948510667,19.9481111114266,0.74985471153772,7301.00866678212,274.446824422806,0.160420005128438
